timestamp,temperature,humidite
2025-09-22 12:57:21,29.61,55.38
2025-09-22 12:57:23,28.33,51.26
2025-09-22 12:57:25,24.47,44.42
2025-09-22 12:57:27,29.35,55.36
2025-09-22 12:57:29,28.18,58.55
2025-09-22 12:57:31,28.6,74.58
2025-09-22 12:57:33,19.93,64.56
2025-09-22 12:57:35,19.18,59.99
2025-09-22 12:57:37,25.67,66.67
2025-09-22 12:57:39,22.33,62.16
2025-09-22 12:57:41,28.96,62.32
2025-09-22 12:57:43,24.37,55.81
2025-09-22 12:57:45,27.48,68.51
2025-09-22 12:57:47,26.58,41.06
2025-09-22 12:57:49,27.84,40.1
2025-09-22 12:57:51,25.14,46.39
2025-09-22 12:57:53,18.4,43.72
2025-09-22 12:57:55,26.28,79.47
2025-09-22 12:57:57,19.37,71.12
2025-09-22 12:57:59,24.85,68.09
2025-09-22 12:58:01,26.48,66.19
2025-09-22 12:58:03,26.55,46.7
2025-09-22 12:58:05,27.09,76.87
2025-09-22 12:58:07,27.99,46.94
2025-09-22 12:58:09,22.04,67.76
2025-09-22 12:58:11,19.72,71.95
2025-09-22 12:58:13,24.02,73.23
2025-09-22 12:58:15,20.26,64.67
2025-09-22 12:58:17,28.05,68.61
2025-09-22 12:58:19,25.62,62.67
2025-09-22 12:58:21,26.57,56.54
2025-09-22 12:58:23,22.88,66.54
2025-09-22 12:58:25,20.18,51.95
2025-09-22 12:58:27,26.08,41.22
2025-09-22 12:58:29,28.42,55.7
2025-09-22 12:58:31,22.21,52.96
2025-09-22 12:58:33,24.62,77.72
2025-09-22 12:58:35,20.34,51.32
2025-09-22 12:58:37,21.31,61.2
2025-09-22 12:58:39,18.9,55.17
2025-09-22 12:58:41,23.69,49.14
2025-09-22 12:58:43,20.89,64.39
2025-09-22 12:58:45,20.85,43.99
2025-09-22 12:58:47,18.31,47.39
2025-09-22 12:58:49,22.2,54.01
2025-09-22 12:58:51,19.81,70.21
2025-09-22 12:58:53,23.82,50.2
2025-09-22 12:58:55,29.23,41.56
2025-09-22 12:58:57,28.15,50.47
2025-09-22 12:58:59,23.58,64.6
2025-09-22 12:59:01,19.67,60.98
2025-09-22 12:59:03,24.78,53.22
2025-09-22 12:59:05,29.19,48.69
2025-09-22 12:59:07,21.75,78.19
2025-09-22 12:59:09,28.01,79.97
2025-09-22 12:59:11,21.14,48.57
2025-09-22 12:59:13,29.83,40.74
2025-09-22 12:59:15,27.35,62.91
2025-09-22 12:59:17,26.63,74.97
2025-09-22 12:59:19,27.88,56.05
2025-09-22 12:59:21,25.09,71.24
2025-09-22 12:59:23,24.01,58.54
2025-09-22 12:59:25,22.48,79.65
2025-09-22 12:59:27,24.22,43.84
2025-09-22 12:59:29,24.48,67.94
2025-09-22 12:59:31,25.0,56.4
2025-09-22 12:59:33,26.14,56.4
2025-09-22 12:59:35,28.81,45.99
2025-09-22 12:59:37,22.31,50.85
2025-09-22 12:59:39,27.46,60.6
2025-09-22 12:59:41,28.58,48.31
2025-09-22 12:59:43,26.11,76.21
2025-09-22 12:59:45,28.38,53.15
2025-09-22 12:59:47,21.95,64.15
2025-09-22 12:59:49,21.58,68.3
2025-09-22 12:59:51,29.22,49.65
2025-09-22 12:59:53,22.83,40.51
2025-09-22 12:59:55,20.19,47.64
2025-09-22 12:59:57,24.39,69.16
2025-09-22 12:59:59,23.85,78.57
2025-09-22 13:00:01,24.82,69.72
2025-09-22 13:00:03,29.76,76.09
2025-09-22 13:00:05,24.01,76.09
