timestamp,temperature,humidite
2025-09-26 10:37:04,19.98,65.62
2025-09-26 10:37:06,23.25,65.86
2025-09-26 10:37:06,18.3,40.52
2025-09-26 10:37:08,28.96,66.27
2025-09-26 10:37:08,27.08,47.02
2025-09-26 10:37:10,28.44,79.02
2025-09-26 10:37:10,23.57,43.13
2025-09-26 10:37:12,27.3,50.81
2025-09-26 10:37:12,24.5,79.96
2025-09-26 10:37:14,21.16,55.65
2025-09-26 10:37:14,19.45,65.64
2025-09-26 10:37:16,23.99,72.6
2025-09-26 10:37:16,28.47,74.76
2025-09-26 10:37:18,25.41,45.48
2025-09-26 10:37:18,25.83,41.34
2025-09-26 10:37:20,21.32,44.85
2025-09-26 10:37:20,20.66,79.12
2025-09-26 10:37:22,26.38,63.48
2025-09-26 10:37:22,22.2,72.95
2025-09-26 10:37:24,22.07,71.31
2025-09-26 10:37:24,22.19,48.31
2025-09-26 10:37:26,24.58,48.16
2025-09-26 10:37:26,24.5,56.79
2025-09-26 10:37:28,29.96,49.32
2025-09-26 10:37:28,21.56,78.85
2025-09-26 10:37:30,27.61,56.49
2025-09-26 10:37:30,22.87,40.7
2025-09-26 10:37:32,20.71,76.45
2025-09-26 10:37:32,18.58,44.22
2025-09-26 10:37:34,21.1,73.33
2025-09-26 10:37:34,29.37,65.55
2025-09-26 10:37:36,26.94,66.65
2025-09-26 10:37:36,29.66,53.95
2025-09-26 10:37:38,28.28,54.58
2025-09-26 10:37:38,25.16,71.5
2025-09-26 10:37:40,25.07,47.61
2025-09-26 10:37:40,28.22,43.69
2025-09-26 10:37:42,28.17,71.31
2025-09-26 10:37:42,23.63,63.97
2025-09-26 10:37:44,27.49,45.37
2025-09-26 10:37:44,29.61,65.05
2025-09-26 10:37:46,24.78,76.02
2025-09-26 10:37:46,21.2,48.0
2025-09-26 10:37:48,24.68,57.54
2025-09-26 10:37:48,25.67,57.55
2025-09-26 10:37:50,21.99,61.73
2025-09-26 10:37:50,21.95,40.86
2025-09-26 10:37:52,20.31,78.21
2025-09-26 10:37:52,22.94,54.15
2025-09-26 10:37:54,24.63,43.42
2025-09-26 10:37:54,28.11,71.05
2025-09-26 10:37:56,29.46,79.45
2025-09-26 10:37:56,19.22,65.14
2025-09-26 10:37:58,27.42,66.8
2025-09-26 10:37:58,24.19,77.63
2025-09-26 10:38:00,28.83,69.72
2025-09-26 10:38:00,23.47,51.46
2025-09-26 10:38:02,18.08,64.85
2025-09-26 10:38:02,24.68,47.74
2025-09-26 10:38:04,22.44,63.16
2025-09-26 10:38:04,22.52,60.47
2025-09-26 10:38:06,18.26,78.69
2025-09-26 10:38:06,23.11,63.51
2025-09-26 10:38:08,28.44,53.33
2025-09-26 10:38:08,18.31,68.9
2025-09-26 10:38:10,18.66,47.54
2025-09-26 10:38:10,20.88,53.3
2025-09-26 10:38:12,22.82,47.67
2025-09-26 10:38:12,18.35,77.53
2025-09-26 10:38:14,28.79,47.91
2025-09-26 10:38:14,25.54,60.19
2025-09-26 10:38:16,26.85,45.96
2025-09-26 10:38:16,19.38,69.11
2025-09-26 10:38:18,26.17,41.36
2025-09-26 10:38:18,23.93,65.76
2025-09-26 10:38:20,22.25,67.12
2025-09-26 10:38:20,26.25,77.97
2025-09-26 10:38:22,18.19,70.94
2025-09-26 10:38:22,27.46,65.2
2025-09-26 10:38:24,21.49,45.39
2025-09-26 10:38:24,29.82,67.26
2025-09-26 10:38:26,22.61,47.66
2025-09-26 10:38:26,20.04,58.89
2025-09-26 10:38:28,20.86,46.33
2025-09-26 10:38:28,22.02,45.1
2025-09-26 10:38:30,25.08,60.27
2025-09-26 10:38:30,25.09,54.65
2025-09-26 10:38:32,25.99,68.02
2025-09-26 10:38:32,21.14,62.11
2025-09-26 10:38:34,29.57,60.91
2025-09-26 10:38:34,22.66,48.41
2025-09-26 10:38:36,23.33,69.27
2025-09-26 10:38:36,25.79,78.31
2025-09-26 10:38:38,25.73,40.42
2025-09-26 10:38:38,22.79,40.53
2025-09-26 10:38:40,22.32,51.95
2025-09-26 10:38:40,28.35,55.68
2025-09-26 10:38:42,21.37,76.36
2025-09-26 10:38:42,21.1,68.92
2025-09-26 10:38:44,21.96,71.19
2025-09-26 10:38:44,19.32,50.47
2025-09-26 10:38:46,19.62,48.23
2025-09-26 10:38:46,18.91,78.15
2025-09-26 10:38:48,19.08,74.73
2025-09-26 10:38:48,24.67,74.83
2025-09-26 10:38:50,24.64,75.91
2025-09-26 10:38:50,28.86,73.35
2025-09-26 10:38:52,24.04,54.69
2025-09-26 10:38:52,18.73,50.28
2025-09-26 10:38:54,26.81,42.73
2025-09-26 10:38:54,22.33,56.36
2025-09-26 10:38:56,27.63,54.21
2025-09-26 10:38:56,22.43,53.77
2025-09-26 10:38:58,27.49,72.65
2025-09-26 10:38:58,22.41,49.45
2025-09-26 10:39:00,21.17,48.83
2025-09-26 10:39:00,24.68,64.88
2025-09-26 10:39:02,29.29,44.76
2025-09-26 10:39:02,26.28,51.92
2025-09-26 10:39:04,22.79,67.11
2025-09-26 10:39:04,29.39,64.57
2025-09-26 10:39:06,26.64,53.5
2025-09-26 10:39:06,28.51,43.89
2025-09-26 10:39:08,21.89,62.14
2025-09-26 10:39:08,28.91,76.11
2025-09-26 10:39:10,20.09,44.83
2025-09-26 10:39:10,20.1,57.6
2025-09-26 10:39:12,18.31,44.78
2025-09-26 10:39:12,20.48,58.42
2025-09-26 10:39:14,20.94,68.3
2025-09-26 10:39:14,21.27,58.43
2025-09-26 10:39:16,20.69,53.21
2025-09-26 10:39:16,19.94,68.87
2025-09-26 10:39:18,23.3,57.85
2025-09-26 10:39:18,28.23,56.28
2025-09-26 10:39:20,25.96,62.47
2025-09-26 10:39:20,29.18,65.97
2025-09-26 10:39:22,27.28,60.33
2025-09-26 10:39:22,19.06,40.96
2025-09-26 10:39:24,25.34,64.36
2025-09-26 10:39:24,25.35,67.28
2025-09-26 10:39:26,25.68,55.8
2025-09-26 10:39:26,26.03,75.68
2025-09-26 10:39:28,24.42,43.81
2025-09-26 10:39:28,19.06,52.93
2025-09-26 10:39:30,29.74,51.13
2025-09-26 10:39:30,19.97,76.26
2025-09-26 10:39:32,20.5,56.31
2025-09-26 10:39:32,29.61,53.86
2025-09-26 10:39:34,29.08,76.06
2025-09-26 10:39:34,24.96,66.95
2025-09-26 10:39:36,24.82,62.57
2025-09-26 10:39:36,21.38,43.45
2025-09-26 10:39:38,22.81,78.4
2025-09-26 10:39:38,25.99,50.21
2025-09-26 10:39:40,24.21,48.43
2025-09-26 10:39:40,23.36,49.45
2025-09-26 10:39:42,26.92,57.65
2025-09-26 10:39:42,18.07,45.29
2025-09-26 10:39:44,23.12,64.13
2025-09-26 10:39:44,18.29,66.58
2025-09-26 10:39:46,27.93,43.35
2025-09-26 10:39:46,18.67,68.13
2025-09-26 10:39:48,27.23,57.8
2025-09-26 10:39:48,24.18,56.17
2025-09-26 10:39:50,19.71,53.37
2025-09-26 10:39:50,19.51,68.39
2025-09-26 10:39:52,26.77,78.75
2025-09-26 10:39:52,28.71,69.92
