timestamp,temperature,humidity
2025-10-11 21:54:21,24.91,40.96
2025-10-11 21:54:31,27.53,44.6
2025-10-11 21:56:45,20.86,39.87
2025-10-11 21:56:47,20.09,34.09
2025-10-11 21:56:49,29.83,56.48
2025-10-11 21:56:51,29.35,34.36
2025-10-11 21:56:53,28.61,58.54
2025-10-11 21:57:03,25.03,55.11
2025-10-11 21:57:05,24.13,36.32
2025-10-11 21:57:07,26.84,58.53
2025-10-11 21:57:09,29.38,52.52
2025-10-11 21:57:11,25.17,44.27
2025-10-11 21:57:13,20.95,30.69
2025-10-11 21:57:15,20.85,33.49
2025-10-11 21:57:17,23.02,32.89
2025-10-11 21:57:19,28.11,42.7
2025-10-11 21:57:21,23.25,45.84
2025-10-11 21:57:23,25.11,48.15
2025-10-11 21:57:25,26.29,36.56
2025-10-11 21:57:28,20.3,30.51
2025-10-11 21:57:50,26.25,30.95
2025-10-11 21:57:52,20.31,36.15
2025-10-11 21:57:54,24.81,45.8
2025-10-11 21:57:56,28.47,37.42
2025-10-11 21:57:58,23.84,32.92
2025-10-11 21:58:00,26.59,46.38
2025-10-11 21:58:07,28.45,36.74
2025-10-11 21:58:10,24.75,49.11
2025-10-11 21:58:12,27.08,38.13
2025-10-11 21:58:14,23.31,59.86
2025-10-11 21:58:16,20.63,59.32
2025-10-11 21:58:18,20.86,50.37
2025-10-11 21:58:20,23.79,35.84
2025-10-11 21:58:31,28.33,54.75
2025-10-11 21:58:33,26.44,40.44
2025-10-11 21:58:36,27.03,52.23
2025-10-11 21:58:38,22.29,55.41
2025-10-11 21:58:40,21.25,37.56
2025-10-11 21:58:42,20.11,49.31
2025-10-11 21:58:44,24.73,33.11
2025-10-11 21:58:46,21.64,44.9
2025-10-11 21:58:49,27.6,43.16
2025-10-11 21:58:51,22.91,54.47
2025-10-11 21:58:53,21.53,52.89
2025-10-11 21:58:55,28.05,47.55
2025-10-11 21:58:57,22.77,39.17
2025-10-11 21:59:00,21.75,43.44
2025-10-11 21:59:02,21.07,59.24
2025-10-11 21:59:04,27.75,49.63
2025-10-11 21:59:06,22.31,54.16
2025-10-11 21:59:08,21.25,34.95
2025-10-11 21:59:17,26.65,34.93
2025-10-11 21:59:19,22.22,56.09
2025-10-11 21:59:21,26.0,46.75
2025-10-11 21:59:24,27.28,32.49
2025-10-11 21:59:26,25.29,43.33
2025-10-11 21:59:28,24.06,50.73
2025-10-11 21:59:30,20.17,56.46
2025-10-11 21:59:32,29.69,38.13
2025-10-11 21:59:35,27.07,53.47
2025-10-11 21:59:37,27.26,54.41
2025-10-11 21:59:39,27.48,46.25
2025-10-11 21:59:41,20.02,32.73
2025-10-11 21:59:44,26.53,32.26
2025-10-11 21:59:46,22.87,37.06
2025-10-11 21:59:48,28.66,54.2
2025-10-11 21:59:50,26.81,46.16
2025-10-11 21:59:53,29.88,53.59
2025-10-11 21:59:55,21.66,50.73
2025-10-11 21:59:57,25.23,50.94
2025-10-11 22:00:00,23.28,59.21
2025-10-11 22:00:02,23.15,41.15
2025-10-11 22:00:04,24.26,41.19
2025-10-11 22:00:06,25.95,38.6
2025-10-11 22:00:09,26.36,52.84
2025-10-11 22:00:11,29.63,33.93
2025-10-11 22:00:13,27.11,44.29
2025-10-11 22:01:23,21.37,54.42
2025-10-11 22:01:25,27.57,55.69
2025-10-11 22:01:27,24.26,49.89
2025-10-11 22:01:29,22.54,36.56
2025-10-11 22:01:32,26.0,34.1
2025-10-11 22:01:34,26.62,41.6
2025-10-11 22:01:36,27.49,42.19
2025-10-11 22:01:38,23.47,55.06
2025-10-11 22:01:41,22.0,57.47
2025-10-11 22:01:43,27.0,52.17
2025-10-11 22:01:45,26.95,31.76
2025-10-11 22:01:50,29.96,51.24
2025-10-11 22:01:53,29.36,37.3
2025-10-11 22:15:01,27.6,39.72
2025-10-11 22:15:03,24.14,40.82
2025-10-11 22:15:05,27.37,44.39
2025-10-11 22:15:07,21.85,55.75
2025-10-11 22:15:10,27.88,49.42
2025-10-11 22:15:12,20.98,46.3
2025-10-11 22:15:15,25.47,48.87
2025-10-11 22:15:17,24.19,51.78
2025-10-11 22:15:20,29.38,55.65
2025-10-11 22:15:22,26.11,30.91
2025-10-11 22:15:24,28.64,41.3
2025-10-11 22:15:26,27.89,39.6
2025-10-11 22:15:29,26.36,37.9
2025-10-11 22:15:31,23.3,32.97
2025-10-11 22:15:33,28.8,51.46
2025-10-11 22:15:35,27.69,33.02
2025-10-11 22:21:23,22.16,33.53
2025-10-11 22:21:26,22.29,31.12
2025-10-11 22:21:28,24.97,33.19
2025-10-11 22:21:30,28.87,54.15
2025-10-11 22:21:32,26.57,46.27
2025-10-11 22:21:35,29.58,41.95
2025-10-11 22:21:37,21.15,34.26
2025-10-11 22:21:39,21.87,57.56
2025-10-11 22:21:41,22.13,54.91
2025-10-11 22:21:43,22.13,56.91
2025-10-11 22:21:45,22.13,55.91
2025-10-11 22:21:47,21.13,57.91
2025-10-11 22:21:49,22.13,56.91
2025-10-11 22:21:51,23.13,58.91
2025-10-11 22:21:53,24.13,60.91
2025-10-11 22:21:55,24.13,60.91
2025-10-11 22:21:57,25.13,61.91
2025-10-11 22:21:59,25.13,60.91
2025-10-11 22:22:01,27.13,61.91
2025-10-11 22:22:03,29.13,62.91
2025-10-11 22:22:05,28.13,62.91
2025-10-11 22:22:07,27.13,62.91
2025-10-11 22:22:09,27.13,63.91
2025-10-11 22:22:11,29.13,64.91
2025-10-11 22:22:13,31.13,66.91
2025-10-11 22:22:15,33.129999999999995,65.91
2025-10-11 22:22:17,35.129999999999995,67.91
2025-10-11 22:22:19,37.13,67.91
2025-10-11 22:22:21,36.13,67.91
2025-10-11 22:22:23,35.13,66.91
2025-10-11 22:22:25,37.13,67.91
2025-10-11 22:22:27,36.13,69.91
2025-10-11 22:22:29,38.13,71.91
2025-10-11 22:22:31,38.13,73.91
2025-10-11 22:22:33,39.13,75.91
2025-10-11 22:22:35,41.13,74.91
2025-10-11 22:22:37,43.13,73.91
2025-10-11 22:22:39,42.13,75.91
2025-10-11 22:22:41,42.13,74.91
2025-10-11 22:22:43,43.13,74.91
2025-10-11 22:22:45,44.13,73.91
2025-10-11 22:22:47,46.13,72.91
2025-10-11 22:22:49,46.13,74.91
2025-10-11 22:22:51,46.13,74.91
2025-10-11 22:22:53,47.13,73.91
2025-10-11 22:22:55,47.13,74.91
2025-10-11 22:22:57,46.13,75.91
2025-10-11 22:22:59,47.13,74.91
2025-10-11 22:23:01,49.13,76.91
2025-10-11 22:23:03,49.13,76.91
2025-10-11 22:23:05,49.13,76.91
2025-10-11 22:23:07,49.13,75.91
2025-10-11 22:23:09,49.13,75.91
2025-10-11 22:23:11,50.13,76.91
2025-10-11 22:23:13,49.13,77.91
2025-10-11 22:23:15,49.13,77.91
2025-10-11 22:23:17,49.13,78.91
2025-10-11 22:23:19,50.13,78.91
2025-10-11 22:23:21,52.13,79.91
2025-10-11 22:23:23,54.13,79.91
2025-10-11 22:23:25,55.13,80.91
2025-10-11 22:23:27,56.13,82.91
2025-10-11 22:23:29,58.13,82.91
2025-10-11 22:23:31,58.13,83.91
2025-10-11 22:23:33,59.13,82.91
2025-10-11 22:23:35,58.13,81.91
2025-10-11 22:23:37,60.13,81.91
2025-10-11 22:23:39,62.13,81.91
2025-10-11 22:23:41,64.13,83.91
2025-10-11 22:23:43,64.13,83.91
2025-10-11 22:23:45,63.13,85.91
2025-10-11 22:23:47,64.13,84.91
2025-10-11 22:23:49,64.13,84.91
2025-10-11 22:23:51,65.13,83.91
2025-10-11 22:23:53,64.13,82.91
2025-10-11 22:23:55,64.13,82.91
2025-10-11 22:23:57,64.13,83.91
2025-10-11 22:23:59,63.13,83.91
2025-10-11 22:24:01,62.13,83.91
2025-10-11 22:24:03,61.13,83.91
2025-10-11 22:24:05,63.13,84.91
2025-10-11 22:24:07,64.13,85.91
2025-10-11 22:24:09,66.13,85.91
2025-10-11 22:24:11,66.13,87.91
2025-10-11 22:24:13,67.13,87.91
2025-10-11 22:24:15,69.13,86.91
2025-10-11 22:24:17,71.13,86.91
2025-10-11 22:24:19,73.13,87.91
2025-10-11 22:24:21,72.13,87.91
2025-10-11 22:24:23,72.13,88.91
2025-10-11 22:24:25,72.13,87.91
2025-10-11 22:24:27,71.13,89.91
2025-10-11 22:24:29,71.13,91.91
2025-10-11 22:24:31,70.13,91.91
2025-10-11 22:24:33,72.13,92.91
2025-10-11 22:24:35,73.13,94.91
2025-10-11 22:24:37,75.13,93.91
2025-10-11 22:24:39,75.13,93.91
2025-10-11 22:24:41,77.13,93.91
2025-10-11 22:24:43,78.13,92.91
2025-10-11 22:24:45,80.13,93.91
2025-10-11 22:24:47,80.13,92.91
2025-10-11 22:24:49,80.13,93.91
2025-10-11 22:24:51,81.13,94.91
2025-10-11 22:24:53,80.13,95.91
2025-10-11 22:24:55,82.13,96.91
2025-10-11 22:24:57,82.13,98.91
2025-10-11 22:24:59,81.13,97.91
2025-10-11 22:25:01,81.13,98.91
2025-10-11 22:25:03,83.13,97.91
2025-10-11 22:25:05,84.13,98.91
2025-10-11 22:25:07,85.13,99.91
2025-10-11 22:25:09,86.13,99.91
2025-10-11 22:25:11,88.13,101.91
2025-10-11 22:25:13,88.13,103.91
2025-10-11 22:25:15,88.13,104.91
2025-10-11 22:25:17,88.13,104.91
2025-10-11 22:25:19,89.13,104.91
2025-10-11 22:25:21,89.13,106.91
2025-10-11 22:25:23,88.13,107.91
2025-10-11 22:25:25,90.13,106.91
2025-10-11 22:25:27,90.13,107.91
2025-10-11 22:25:29,89.13,106.91
2025-10-11 22:25:31,91.13,108.91
2025-10-11 22:25:33,92.13,110.91
2025-10-11 22:25:35,94.13,109.91
2025-10-11 22:25:37,93.13,110.91
2025-10-11 22:25:39,94.13,111.91
